head,type,value,tail_pos,tail_neg
755,3,96,1023,1547
73,1,1,300,1545
73,2,73,328,151
73,3,270,328,1383
405,1,3,121,330
405,3,284,237,1370
204,1,2,235,950
204,2,68,69,1437
204,3,428,692,1587
625,1,2,153,931
625,2,117,102,1499
625,3,1669,969,658
747,1,20,169,1383
272,1,6,357,646
272,2,239,715,341
272,3,787,268,368
515,1,6,44,201
316,1,2,428,244
316,3,659,654,745
902,1,2,604,717
902,2,82,518,1645
902,3,765,238,78
919,1,9,7,101
919,2,178,171,690
919,3,582,171,684
340,1,6,93,1178
340,3,290,902,81
268,1,2,1011,1476
268,2,44,42,1492
268,3,787,272,749
315,1,6,1006,540
315,3,38,1101,866
302,1,5,127,1472
886,1,2,428,622
886,2,381,1073,801
886,3,17,238,1150
124,1,6,197,1092
127,1,6,856,1217
127,2,138,187,175
127,3,443,180,415
285,1,8,631,840
276,1,6,211,4
276,3,416,238,879
137,1,6,93,379
9,1,6,23,886
9,2,11,425,1194
9,3,33,76,1250
100,1,5,525,1175
100,2,83,518,481
100,3,357,902,1266
1011,1,5,182,236
508,1,6,644,1110
508,2,188,357,729
508,3,204,410,842
293,1,6,506,1246
293,3,180,47,661
985,1,6,522,75
985,3,244,65,201
823,1,6,506,748
823,3,544,293,81
93,1,6,23,345
13,1,8,499,426
13,2,15,514,253
410,1,2,42,532
410,3,204,508,810
3,1,2,197,1299
3,2,5,156,654
1361,1,2,131,660
235,1,2,410,223
235,2,49,47,1513
235,3,757,642,545
1014,1,2,428,923
818,1,6,923,1013
818,2,565,793,211
412,1,2,478,602
212,1,8,464,463
212,3,697,387,968
1148,1,10,132,745
1148,2,125,211,170
198,1,5,525,95
198,2,125,1148,364
531,1,6,521,142
179,1,6,268,570
179,2,150,135,359
59,1,6,98,1130
59,2,60,1005,481
59,3,223,1005,689
171,1,5,792,1517
171,2,178,919,1061
171,3,582,919,1142
923,1,6,293,986
1073,1,5,302,78
1073,2,381,886,873
639,1,6,522,1410
512,1,6,131,176
512,2,398,1006,1663
512,3,1408,1006,581
462,1,6,52,451
582,1,6,639,1217
582,3,17,238,1489
213,1,8,13,1302
213,3,702,276,667
509,1,13,508,1318
509,3,697,387,97
52,1,6,956,259
1006,1,6,52,227
1006,2,398,512,793
1006,3,1408,512,1205
1428,1,6,64,968
1005,1,6,272,998
1005,2,60,59,10
1005,3,223,59,1301
523,1,6,68,749
523,3,294,499,1607
644,1,6,197,691
528,1,6,715,1301
528,3,702,213,1201
661,1,6,464,1147
661,3,464,133,1271
23,1,5,902,1599
23,2,26,182,873
522,1,6,9,881
522,2,403,856,1219
1103,1,6,180,1091
357,1,6,663,1673
357,2,188,508,943
318,1,6,124,230
318,2,84,423,945
318,3,316,527,1417
647,1,6,1428,1273
647,2,13,11,49
518,1,6,9,1031
518,2,82,100,718
187,1,6,162,353
187,2,138,127,1194
187,3,592,673,337
205,1,6,515,1032
205,3,674,507,9
527,1,6,985,1203
527,3,316,318,180
1065,1,14,1005,971
631,1,8,276,1171
631,3,437,157,188
697,1,6,197,1217
697,3,244,65,1065
632,1,8,285,915
632,3,536,153,1551
135,1,1,11,462
135,2,150,474,637
427,1,6,180,1635
427,3,1205,608,1443
64,1,5,504,189
64,3,188,425,828
197,1,2,514,1200
197,3,650,435,320
182,1,5,523,1074
182,2,26,387,1143
182,3,592,192,855
192,1,6,1154,128
192,2,26,673,1089
192,3,592,521,1399
806,1,5,823,77
655,1,6,192,1314
655,2,181,209,566
521,1,6,340,1615
521,3,592,182,1432
645,1,17,1065,1434
423,1,9,1154,358
423,2,84,318,822
469,1,6,1006,919
469,3,553,482,1616
65,1,6,272,437
65,3,244,985,1210
715,1,2,902,1103
715,2,239,272,33
157,1,6,639,1456
157,3,437,631,513
1101,1,6,464,1287
1101,3,38,315,297
180,1,6,506,1098
180,2,138,187,1681
180,3,438,187,1629
162,1,6,93,1351
162,3,558,478,1622
856,1,6,488,280
856,2,403,522,247
856,3,1224,433,404
464,1,6,483,1141
387,1,6,214,1496
387,2,26,182,755
387,3,712,856,27
673,1,5,427,665
673,2,26,192,1202
673,3,592,182,496
708,1,6,818,710
81,1,2,209,247
81,2,83,238,497
81,3,294,435,142
425,1,2,886,664
425,2,11,9,559
425,3,188,81,1553
11,1,6,302,1052
11,2,13,647,422
47,1,2,414,431
47,2,49,235,1090
47,3,180,778,746
792,1,2,3,657
792,2,15,502,1467
792,3,794,642,1372
76,1,4,603,875
76,3,282,127,185
956,1,6,644,1148
956,3,294,523,1134
1438,1,6,47,1234
778,1,6,508,565
778,3,443,180,1166
214,1,6,157,1342
483,1,6,663,784
483,3,478,136,760
507,1,6,340,1258
507,2,389,492,417
507,3,674,205,579
183,1,9,423,274
474,1,2,410,435
474,2,150,179,460
474,3,673,205,1024
482,1,8,778,1551
482,3,553,469,132
134,1,6,631,568
134,3,468,1020,363
238,1,2,502,981
238,2,82,518,278
238,3,17,886,1467
168,1,2,715,1642
168,2,9,7,1017
168,3,539,154,1423
603,1,7,479,96
603,2,186,185,481
603,3,1357,505,888
604,1,2,93,39
604,2,151,659,458
209,1,14,582,1601
209,2,181,655,1106
484,1,22,1020,117
484,2,385,530,356
484,3,861,498,949
488,1,6,1103,783
530,1,1,135,1275
530,2,385,484,143
530,3,171,44,432
498,1,6,582,1155
498,2,385,530,413
498,3,861,483,1172
50,1,1,11,509
50,3,194,172,767
185,1,15,183,192
185,2,186,603,1084
98,1,5,886,945
98,2,100,657,1014
194,1,6,488,1460
194,2,190,435,299
194,3,294,956,12
428,1,2,209,1192
428,2,344,663,1198
478,1,2,131,468
478,2,144,1020,1448
478,3,558,162,1471
654,1,4,673,956
654,3,659,316,58
479,1,4,7,1095
479,2,186,608,737
479,3,477,603,1620
435,1,6,162,988
435,2,190,194,153
435,3,294,194,131
172,1,12,50,293
172,3,192,50,1170
7,1,4,603,51
7,2,9,168,774
7,3,25,956,225
525,1,7,134,1233
525,2,391,497,253
525,3,861,484,559
136,1,2,209,879
136,2,151,659,1102
136,3,477,479,541
211,1,6,508,1032
211,2,125,1148,1344
195,1,9,1154,214
499,1,6,531,1409
499,3,294,81,1197
514,1,2,52,754
514,2,15,13,1125
514,3,530,502,1615
132,1,1,530,88
132,2,143,133,1305
517,1,8,608,334
517,2,15,514,1067
517,3,530,514,383
154,1,2,956,501
154,2,168,168,997
154,3,539,168,736
55,1,6,531,1453
133,1,16,923,403
133,2,144,478,1213
133,3,466,507,941
602,1,6,11,1155
153,1,2,52,1612
153,3,534,154,1375
156,1,6,499,1507
156,2,5,3,680
156,3,66,582,1528
659,1,2,514,1231
659,2,151,604,126
659,3,1331,478,411
497,1,2,1101,689
497,2,391,525,504
497,3,558,162,1120
642,1,4,673,1056
642,3,794,792,600
608,1,7,302,1483
608,2,186,603,1155
608,3,1205,427,351
492,1,6,435,799
492,2,389,507,1598
492,3,1364,659,450
657,1,6,52,103
657,2,100,98,1394
505,1,5,1103,422
505,2,186,185,224
505,3,1357,603,1004
1020,1,6,793,4
1020,2,144,133,1485
1020,3,1345,608,261
506,1,6,357,752
506,3,1363,492,1458
1154,1,6,644,17
414,1,2,52,1005
747,1,20,285,102
42,1,2,211,713
42,2,44,268,300
44,1,5,697,1152
44,3,171,530,1426
131,1,6,187,1003
68,1,3,647,440
502,1,2,663,181
502,2,15,792,1107
502,3,530,517,1643
663,1,6,856,1471
663,2,344,428,160
663,3,562,474,1222
793,1,6,285,411
793,2,565,818,1578
793,3,1491,886,149
433,1,2,856,65
433,3,1224,856,475
504,1,5,505,1481
504,3,1392,778,1173
300,1,6,127,280
300,2,56,515,1323
300,3,193,172,1436
286,1,6,511,177
286,3,149,318,1273
319,1,2,168,937
319,2,15,152,310
289,1,16,133,346
289,3,591,175,625
1137,1,6,286,335
14,1,6,28,453
1171,1,6,179,1071
813,1,16,458,537
813,3,1343,630,1559
100,1,6,955,259
100,3,357,1070,385
237,1,8,286,368
284,1,6,1172,608
284,3,346,215,1441
13,1,8,610,506
13,2,15,502,1430
458,1,6,509,940
458,2,55,157,842
458,3,417,193,1009
10,1,6,511,783
10,3,38,1101,1633
281,1,1,530,793
281,3,877,632,764
476,1,2,732,829
476,3,531,514,1280
412,1,2,153,501
56,1,6,485,171
56,3,12,298,202
589,1,1,420,1381
589,3,655,199,1052
630,1,2,246,1372
630,2,142,629,611
630,3,553,160,560
153,1,2,27,1213
153,3,536,632,1613
480,1,1,199,167
480,2,186,443,1345
480,3,1331,659,934
318,1,6,443,858
318,2,84,82,1437
318,3,316,527,883
514,1,2,412,1208
514,2,15,517,824
514,3,1236,629,198
98,1,5,310,1382
98,2,100,735,998
98,3,271,258,852
170,1,6,709,1118
504,1,13,192,1425
504,3,1392,654,1395
1172,1,6,481,819
1172,3,757,692,1073
496,1,6,528,682
496,2,151,136,942
496,3,477,136,1310
1070,1,2,393,467
1070,3,357,100,671
647,1,3,480,1306
659,1,2,154,1056
659,2,151,136,322
659,3,1331,478,939
190,1,3,589,1372
190,2,85,418,1441
135,1,1,228,185
135,2,150,474,387
79,1,6,127,354
79,3,193,50,72
133,1,6,509,1618
133,2,144,132,707
133,3,466,507,982
42,1,2,163,1652
42,2,44,246,74
1039,1,6,1172,450
1039,2,85,190,90
1039,3,299,82,548
483,1,6,692,1178
483,3,861,498,1184
132,1,1,172,400
132,2,144,485,1354
523,1,5,79,323
523,3,294,499,569
205,1,6,58,1544
205,3,673,474,487
134,1,6,284,479
134,3,468,513,1393
211,1,6,133,539
661,1,4,282,1043
661,3,464,496,958
173,1,12,419,1676
173,2,181,692,1499
357,1,6,283,578
357,2,188,191,899
1101,1,2,168,442
1101,3,38,10,270
64,1,5,9,1344
64,3,207,203,718
423,1,10,143,230
423,2,84,82,779
89,1,9,135,617
89,3,193,79,1117
160,1,6,971,301
160,3,554,1136,1626
1131,1,5,27,1464
1131,2,778,1169,302
531,1,6,527,1041
511,1,1,210,1443
511,2,192,199,329
511,3,657,199,755
174,1,3,27,242
174,2,84,318,103
174,3,193,300,1290
657,1,7,479,394
657,2,100,98,1183
193,1,6,87,1185
193,3,417,458,849
462,1,6,10,1451
86,1,6,14,338
86,2,88,213,170
86,3,197,458,493
639,1,6,86,700
509,1,6,258,799
509,3,1402,1075,1263
194,1,2,663,189
194,2,190,435,892
194,3,294,499,946
428,1,2,194,665
428,2,344,663,1435
187,1,6,521,1460
187,2,138,127,902
187,3,438,180,281
179,1,5,427,1052
179,2,150,641,329
654,1,6,639,1531
654,3,1392,504,1143
23,1,5,1131,1426
23,2,26,192,1201
516,1,2,658,344
566,1,6,216,362
566,3,193,174,122
186,1,5,792,936
168,1,12,420,910
168,2,9,175,460
168,3,540,154,1560
482,1,2,42,1200
482,2,240,481,148
482,3,553,630,1646
632,1,6,211,1288
632,3,536,153,1659
136,1,6,531,459
136,2,151,496,539
136,3,477,478,558
513,1,4,385,504
513,3,468,134,951
655,1,6,378,828
655,2,181,209,722
707,1,6,246,189
707,2,69,70,1007
157,1,6,52,324
157,2,55,458,968
157,3,547,286,796
1075,1,6,697,379
1075,3,1402,509,218
498,1,1,193,606
498,2,385,530,1110
498,3,861,519,251
485,1,21,610,706
485,2,144,478,1053
510,1,1,135,980
510,3,647,196,414
955,1,8,275,292
955,3,647,510,685
663,1,6,175,104
663,2,344,428,1294
663,3,562,163,743
465,1,6,517,1454
465,3,316,318,427
283,1,2,629,755
209,1,2,136,281
209,2,181,1136,1294
526,1,6,709,1185
526,3,657,199,1289
216,1,2,372,1268
216,2,181,655,969
216,3,194,181,943
474,1,2,1101,1367
474,2,150,641,783
474,3,562,163,1180
275,1,8,692,886
275,2,47,45,840
275,3,260,70,328
481,1,6,52,439
481,2,240,482,626
481,3,553,482,289
610,1,8,512,741
443,1,6,14,798
443,2,186,479,1072
443,3,1255,660,416
69,1,2,412,569
69,2,68,258,335
69,3,0,28,1645
502,1,2,209,770
502,2,15,319,1480
502,3,530,514,1391
1174,1,6,1137,1361
1174,3,1337,480,1177
82,1,1,530,30
82,2,84,174,1559
82,3,296,582,510
629,1,2,732,559
629,2,142,630,1234
629,3,499,419,530
1153,1,6,268,1342
213,1,6,735,1454
213,2,88,86,720
213,3,700,476,871
152,1,9,229,57
152,2,15,514,494
152,3,531,187,362
1121,1,8,284,1222
382,1,2,663,606
180,1,6,483,833
180,2,138,127,527
180,3,443,507,1319
528,1,6,485,1059
528,3,702,213,1605
492,1,6,258,1128
492,2,389,507,1400
492,3,1364,659,780
735,1,6,418,989
735,2,100,98,53
735,3,0,28,100
425,1,6,133,703
425,2,11,9,105
425,3,188,64,1282
479,1,8,732,1310
479,2,186,480,732
479,3,477,478,1007
192,1,6,258,828
192,2,26,23,961
192,3,592,175,210
478,1,8,246,344
478,2,144,485,765
478,3,477,496,1543
8,1,6,310,436
641,1,6,282,281
641,2,150,179,1205
196,1,2,425,537
196,3,647,510,1544
1169,1,6,124,890
1169,2,778,1131,741
1169,3,513,282,1118
210,1,1,199,1553
210,2,84,318,1545
210,3,193,172,347
1065,1,17,813,25
1166,1,6,64,169
385,1,2,610,754
385,2,98,141,440
385,3,342,141,179
65,1,6,462,24
65,2,64,529,558
65,3,180,420,282
191,1,13,190,963
191,2,188,357,611
95,1,1,519,80
95,3,96,393,908
527,1,13,58,80
527,3,316,465,378
499,1,6,481,153
499,3,1365,492,1429
488,1,6,923,1264
418,1,6,180,1654
418,2,85,190,95
418,3,701,420,84
197,1,6,205,710
197,3,650,435,631
45,1,6,1075,1672
45,2,47,275,479
568,1,1,515,1501
568,3,145,282,449
517,1,8,213,809
517,2,15,13,1629
517,3,530,152,1134
732,1,8,70,470
732,3,536,632,150
1136,1,6,507,1544
1136,2,181,692,1231
1136,3,554,160,78
203,1,6,1171,1024
203,3,207,64,340
923,1,6,660,550
923,3,20,921,1556
512,1,8,708,134
507,1,6,133,181
507,2,389,492,328
507,3,443,180,1600
143,1,13,58,150
143,2,157,449,659
143,3,171,163,854
9,1,6,427,945
9,2,11,425,12
71,1,6,300,798
71,3,266,596,1508
1170,1,6,516,290
1170,2,752,1098,841
427,1,6,318,7
530,1,1,568,1432
530,2,385,498,778
530,3,415,210,280
27,1,2,1172,444
27,3,104,1101,1416
529,1,6,124,1629
529,2,64,65,978
921,1,6,1101,850
921,3,20,923,658
855,1,4,513,175
582,1,6,213,1450
582,3,296,82,57
57,1,3,141,347
971,1,6,268,495
70,1,6,498,1471
70,2,69,707,1462
70,3,260,275,118
708,1,6,526,369
845,1,6,175,876
692,1,6,284,1601
692,2,181,173,468
692,3,428,204,458
372,1,6,203,119
433,1,2,502,889
414,1,2,204,308
414,3,925,511,1495
154,1,2,476,643
154,2,168,168,756
154,3,534,153,1272
204,1,2,425,1419
204,2,68,69,1655
204,3,428,692,1074
435,1,6,246,831
435,2,190,194,1305
435,3,294,523,1473
1098,1,2,516,389
1098,2,752,1170,950
175,1,6,517,91
175,2,9,168,701
175,3,594,250,1406
792,1,2,246,1284
792,2,15,502,1675
208,1,2,476,91
709,1,6,596,1147
393,1,2,428,930
393,3,257,69,1056
745,1,6,286,345
141,1,9,657,1252
141,2,98,385,1423
141,3,342,385,528
1167,1,6,496,637
519,1,6,632,799
519,2,385,530,962
519,3,861,498,1404
515,1,6,654,579
515,2,56,300,637
127,1,6,661,1553
127,2,138,310,597
127,3,443,507,1205
28,1,6,300,552
28,3,0,735,918
87,1,6,300,1052
87,3,316,465,276
215,1,6,190,1059
215,3,346,284,1469
199,1,11,286,1031
199,2,192,511,162
199,3,657,511,747
697,1,6,175,590
697,3,244,65,1247
521,1,6,1153,1446
521,3,592,175,1623
664,1,6,523,1023
660,1,6,64,576
660,3,1255,443,1336
282,1,6,425,884
282,3,513,1169,529
378,1,2,204,753
58,1,13,528,1169
58,3,149,286,743
658,1,2,1170,288
298,1,9,179,438
298,3,315,458,376
822,1,6,203,1321
310,1,6,70,110
310,2,138,180,764
432,1,10,132,649
432,2,106,99,1670
501,1,6,509,32
501,2,106,99,314
588,1,10,423,678
588,2,450,596,1593
99,1,10,419,639
99,2,106,501,288
596,1,6,143,1023
596,2,451,588,1262
596,3,266,71,1153
420,1,10,173,1140
420,3,701,213,1525
246,1,8,499,270
246,2,44,42,397
246,3,788,268,308
52,1,6,175,760
268,1,6,237,760
268,2,44,246,972
268,3,787,246,1080
250,1,3,186,477
250,3,594,175,719
258,1,6,300,102
258,2,68,204,947
258,3,271,98,777
50,1,3,27,1588
50,3,192,181,1389
124,1,7,479,438
449,1,7,1101,1168
449,2,157,143,87
449,3,743,228,1158
228,1,1,82,944
228,3,741,229,1594
229,1,1,420,735
229,2,209,230,1231
229,3,742,228,1131
230,1,2,209,307
230,2,209,229,964
230,3,743,229,156
172,1,3,281,887
172,3,193,181,719
181,1,1,568,773
181,3,193,300,1480
163,1,2,153,1520
163,2,142,630,90
163,3,562,474,1428
419,1,10,420,67
419,3,499,143,312
300,1,6,165,720
300,2,56,515,696
300,3,193,174,1541
514,1,8,276,834
514,2,15,792,1678
736,1,6,631,1416
631,1,6,357,391
631,2,430,744,767
644,1,6,197,1033
100,1,6,180,599
357,1,6,237,540
357,2,188,508,420
174,1,1,181,313
174,2,84,318,1271
174,3,193,172,276
124,1,6,127,1001
172,1,1,515,1201
172,3,193,174,539
135,1,1,300,1289
479,1,8,631,793
509,1,6,631,141
156,1,5,631,1594
165,1,6,509,328
98,1,6,628,1676
1194,1,6,313,603
83,1,2,347,1006
1266,1,6,315,362
792,1,2,1,1124
792,2,15,514,271
192,1,6,428,1292
192,3,592,347,674
180,1,6,98,482
180,2,138,127,871
180,3,443,127,221
86,1,6,427,247
197,1,6,315,235
197,3,206,347,613
427,1,5,9,86
508,1,13,744,376
508,2,188,357,896
428,1,2,294,500
127,1,5,315,1632
127,2,138,180,1477
127,3,443,180,444
515,1,6,744,861
515,2,56,300,263
276,1,6,124,379
1,1,2,237,1089
137,1,6,631,459
237,1,2,197,57
126,1,6,180,810
744,1,13,509,1168
744,2,430,631,968
744,3,944,318,392
292,1,6,509,1274
628,1,6,83,1210
628,2,45,347,771
628,3,592,347,1152
315,1,5,631,326
347,1,6,644,1000
347,2,45,628,923
347,3,592,192,272
294,1,2,347,1322
937,1,6,515,473
9,1,5,315,1189
742,1,4,100,874
313,1,6,100,1125
318,1,16,292,389
318,2,84,174,147
318,3,944,744,220
181,1,1,174,925
181,3,193,300,732
302,1,6,418,884
302,3,208,789,235
347,1,2,283,509
347,2,45,628,64
347,3,592,628,899
313,1,6,8,897
346,1,6,1070,445
346,2,5,56,508
995,1,2,404,899
268,1,2,301,563
268,2,44,42,92
262,1,6,179,1219
301,1,1,420,1110
324,1,7,185,126
324,3,183,47,448
289,1,6,47,1054
289,3,591,175,130
325,1,6,55,858
334,1,5,583,496
334,2,55,53,1207
312,1,5,334,520
312,3,208,789,92
10,1,6,547,1030
283,1,8,1068,1014
116,1,2,404,867
475,1,6,320,931
475,2,381,1073,1164
475,3,1324,1073,484
1009,1,8,594,346
919,1,12,57,792
919,2,179,171,320
919,3,582,171,722
547,1,6,346,449
1068,1,6,10,1157
713,1,6,418,181
1082,1,6,143,202
256,1,2,168,1263
557,1,6,508,666
1073,1,4,185,958
1073,2,381,475,86
1073,3,1324,475,538
179,1,6,557,414
179,2,150,200,616
652,1,6,98,227
652,3,711,217,495
213,1,6,501,892
213,3,701,420,790
531,1,6,334,1412
171,1,5,302,317
171,2,178,919,1537
171,3,582,919,892
57,1,12,418,1630
702,1,2,202,454
1021,1,2,514,373
1080,1,2,42,882
432,1,0,625,1314
432,2,103,99,1232
91,1,12,432,102
91,2,93,473,697
91,3,326,173,428
501,1,10,418,1126
501,2,106,404,739
99,1,12,168,1278
99,2,106,432,1403
625,1,2,1080,1671
240,1,0,625,430
240,3,25,7,387
418,1,6,213,668
418,3,701,420,1490
420,1,1,173,804
420,2,49,47,1611
420,3,701,213,596
588,1,0,404,1521
71,1,6,262,330
473,1,1,71,682
473,2,93,91,490
473,3,56,652,709
101,1,12,420,714
7,1,7,302,710
7,2,9,168,1321
7,3,25,240,464
56,1,6,475,691
56,2,5,346,1248
56,3,213,652,1254
98,1,6,262,1456
98,2,100,657,1022
185,1,7,312,764
100,1,4,1077,889
100,2,83,238,1242
100,3,357,1070,1010
320,1,17,813,264
200,1,6,1082,410
200,2,150,179,206
200,3,659,569,1028
217,1,15,185,912
217,3,712,433,1354
53,1,5,320,265
53,2,55,334,35
53,3,67,583,206
396,1,5,346,510
569,1,8,268,345
569,3,659,200,1595
8,1,6,175,1292
419,1,12,173,966
419,3,499,143,957
173,1,1,420,1682
173,3,326,91,793
143,1,6,428,495
143,3,499,419,278
151,1,2,154,1144
404,1,10,465,1613
404,2,207,432,35
465,1,6,713,792
465,3,665,202,1347
657,1,9,175,1229
657,2,100,98,353
789,1,5,55,1387
789,3,208,302,1066
1077,1,5,12,1070
12,1,5,789,418
12,3,46,789,1099
55,1,6,12,230
741,1,6,53,1472
741,3,1283,628,985
583,1,5,55,1147
583,3,711,217,1506
581,1,6,320,1183
628,1,6,557,1300
628,2,45,347,1067
628,3,1283,741,919
594,1,6,312,388
168,1,12,202,288
168,2,168,154,90
168,3,539,154,337
813,1,17,320,1507
514,1,8,283,1025
514,2,15,13,3
47,1,2,116,911
47,2,49,420,1643
47,3,183,324,74
208,1,2,47,1154
175,1,9,657,112
175,2,9,7,327
175,3,592,347,974
154,1,2,208,1624
154,2,168,168,1273
154,3,538,168,1643
433,1,2,301,922
433,3,712,217,127
1070,1,2,283,458
1070,3,357,100,1316
238,1,5,741,405
238,2,83,100,1430
428,1,6,418,1668
42,1,2,789,810
42,2,44,268,558
13,1,2,283,1085
13,2,15,514,1596
202,1,2,995,1629
202,3,665,465,1470
508,1,6,702,747
508,3,204,53,43
331,1,6,872,1410
288,3,138,319,1671
286,1,8,319,2
872,1,6,321,1246
321,1,6,286,482
319,1,21,306,238
319,3,138,288,244
292,1,6,321,1199
306,1,2,319,527
258,1,6,276,476
286,1,6,276,989
288,1,7,471,51
245,1,6,471,345
245,3,193,181,1160
276,1,6,237,453
276,3,416,117,158
181,1,3,471,902
181,3,194,50,1617
475,1,6,276,1509
117,1,3,50,196
117,3,416,276,516
127,1,6,258,1386
50,1,3,245,564
50,3,193,181,1031
275,1,6,258,1138
471,1,7,258,9
9,1,6,237,413
7,1,4,117,1156
237,1,8,276,56
25,1,2,237,247
286,1,8,61,951
286,3,227,60,434
288,1,7,59,790
475,1,6,59,1028
475,2,381,1073,554
475,3,1324,1073,1218
16,1,2,404,772
10,1,9,222,868
116,1,2,780,305
116,3,301,83,794
718,1,20,747,388
652,1,2,27,162
652,3,711,250,416
206,1,6,466,1318
198,1,6,83,1013
198,2,125,211,452
179,1,5,128,641
179,2,150,200,1091
70,1,6,79,1208
70,3,261,364,1504
382,1,2,652,616
61,1,2,42,852
61,2,60,59,365
59,1,6,68,252
59,2,60,60,1118
59,3,223,713,607
558,1,6,627,398
558,2,135,123,1475
1073,1,4,100,1219
1073,2,381,475,1551
1073,3,1324,475,163
52,1,13,435,1396
381,1,2,128,421
582,1,6,188,41
582,3,296,82,772
580,1,2,108,223
60,1,6,211,554
60,2,60,59,475
60,3,227,286,1313
83,1,6,654,430
83,3,301,116,902
208,1,2,780,865
480,1,1,234,557
480,2,186,479,1323
404,1,2,70,1647
404,2,207,432,454
234,1,6,580,893
234,2,84,82,1289
234,3,644,194,812
527,1,6,470,952
200,1,6,83,1177
200,2,150,188,1239
200,3,659,654,579
71,1,6,52,1474
181,1,3,298,542
181,3,193,172,779
655,1,1,11,1625
655,2,181,173,1189
655,3,1738,1079,1153
11,1,6,79,171
135,1,1,71,908
135,2,150,179,1052
183,1,9,227,284
183,3,16,176,1503
211,1,6,544,1342
211,2,125,198,1525
98,1,5,12,181
98,3,271,73,330
474,1,2,249,350
474,2,150,200,306
474,3,673,205,1168
654,1,4,185,1312
654,3,659,235,962
180,1,6,12,878
180,2,138,127,28
180,3,443,127,726
710,1,8,83,1034
710,3,794,248,788
195,1,3,128,1397
195,2,98,176,27
195,3,342,385,1413
50,1,3,470,1104
50,3,193,566,427
185,1,7,288,1480
185,2,186,480,416
201,1,2,630,981
201,2,185,562,380
201,3,615,184,1403
79,1,3,161,767
79,2,80,233,1374
79,3,193,50,1398
169,1,2,239,1105
169,2,176,408,1216
169,3,576,408,861
4,1,5,566,433
4,2,6,257,652
4,3,13,25,1138
483,1,8,116,1174
483,3,861,525,1325
205,1,6,200,604
205,3,673,474,870
435,1,6,544,836
435,2,190,194,464
435,3,643,239,777
188,1,6,284,373
188,2,150,135,1640
188,3,628,257,487
182,1,6,92,885
182,3,592,273,1226
357,1,6,654,173
357,2,188,191,848
174,1,1,95,1212
174,2,84,234,1165
174,3,193,566,796
525,1,5,53,1199
525,3,861,483,789
403,1,3,568,648
403,2,49,231,757
403,3,659,235,443
39,1,6,205,1162
39,3,67,17,1367
127,1,6,244,209
127,2,138,180,230
127,3,282,273,1386
228,1,3,80,760
228,2,208,227,541
228,3,742,227,642
95,1,2,230,1470
95,3,96,25,201
56,1,6,200,374
56,3,213,652,466
55,1,6,179,433
176,1,9,183,1452
176,2,98,195,839
176,3,16,183,938
172,1,3,73,6
172,3,585,181,808
97,1,6,544,1120
97,3,273,73,369
173,1,12,172,1461
173,2,181,655,430
173,3,326,91,951
134,1,6,284,235
12,1,6,273,1007
622,1,1,181,1025
432,1,12,477,449
432,2,330,404,492
385,1,3,33,377
385,2,98,195,1653
385,3,342,195,1567
91,1,0,432,1545
91,3,326,173,1050
204,1,2,385,20
204,3,670,544,1390
31,1,3,1188,1437
31,2,34,161,48
31,3,13,4,252
209,1,14,582,41
209,2,181,173,852
186,1,5,179,458
186,2,187,436,1165
186,3,376,248,1208
194,1,2,208,315
194,2,190,435,18
194,3,644,234,1594
238,1,2,108,813
238,2,83,100,115
238,3,416,117,511
168,1,1,831,1589
168,2,168,154,476
168,3,534,153,529
42,1,2,1074,911
42,2,44,721,400
233,1,3,117,749
233,2,80,79,1482
747,1,20,222,1554
946,1,0,91,25
946,3,235,470,567
479,1,4,265,746
479,2,186,185,302
239,1,5,33,1170
239,3,643,435,826
658,1,6,654,560
184,1,2,70,919
184,2,185,562,621
184,3,616,477,142
425,1,2,169,292
210,1,3,231,864
210,2,84,234,1462
210,3,415,117,674
466,1,6,68,169
466,3,416,298,671
241,1,6,273,545
241,2,217,273,1559
265,1,3,195,710
265,2,158,144,836
265,3,415,210,93
627,1,6,92,1527
627,3,346,97,1009
506,1,6,83,906
506,3,1396,630,809
33,1,5,298,460
33,2,4,17,315
33,3,128,284,528
1118,1,2,652,1642
1118,3,1228,435,438
729,1,6,244,1654
729,3,271,73,1180
470,1,6,31,502
470,3,235,831,1306
232,1,5,364,966
232,3,291,825,39
436,1,2,248,655
436,2,187,186,27
92,1,6,652,1301
92,2,34,161,139
92,3,329,1188,261
588,1,12,50,39
226,1,4,33,652
226,3,502,144,1532
82,1,9,176,941
82,2,84,174,1415
82,3,296,265,757
191,1,6,658,29
191,2,188,357,432
62,1,3,684,297
62,3,235,470,259
227,1,3,265,1241
227,2,208,228,200
227,3,743,228,1549
230,1,9,227,715
230,3,742,228,1232
1065,1,14,658,768
568,1,3,181,1380
568,3,330,92,950
630,1,2,72,1268
630,3,1396,506,1122
222,1,9,831,558
408,1,2,381,387
408,2,176,169,29
408,3,576,169,779
100,1,6,194,186
100,2,82,238,883
100,3,357,831,539
244,1,6,98,1498
246,1,6,211,181
246,2,44,42,349
246,3,789,721,1314
1,1,1,241,1649
713,1,6,558,1483
713,3,223,59,91
477,1,2,13,1678
477,3,15,231,969
